digit_1,digit_2,label
35118,30209,10
24469,52081,10
18314,36560,9
36575,29765,12
57245,46433,1
40368,42308,11
21443,34935,7
49192,5102,3
41766,24503,7
45170,20465,10
39793,29498,0
51495,224,10
48809,19635,7
15053,3117,13
15696,54556,11
50050,15572,3
57468,37953,9
1859,45361,16
25814,36638,5
14889,34417,8
15377,37470,12
57884,50946,12
21237,45548,7
14369,31966,1
3905,11749,8
39664,52925,7
54446,51547,11
53082,35123,8
22953,13330,2
22180,31242,14
14325,30618,0
587,48819,13
36704,621,9
49711,28914,4
52428,40951,2
9099,54438,1
33496,30479,7
2719,57427,11
49053,7875,9
24200,31614,16
40773,57607,10
2618,28741,15
18829,14071,15
15499,38274,13
29944,43570,1
22195,38204,18
46246,31926,14
9789,3533,9
14556,52656,11
18521,56512,0
55768,20474,10
56765,8060,18
22784,36826,6
20784,24614,14
4338,28116,14
30060,19808,11
15771,18144,15
31667,17869,14
45654,45879,18
17962,20433,15
47189,38229,4
17413,23449,14
31031,53457,12
28745,50312,12
54651,4437,11
51359,49090,2
14774,43242,8
12497,34484,2
20694,47942,17
35939,5728,3
46686,13674,10
27483,21084,6
44191,17176,15
55796,45439,11
13279,22526,17
14837,32083,1
29308,28742,17
32310,4723,5
41870,50630,0
12221,59224,17
25799,27292,7
35369,7858,9
36732,26541,11
20351,24275,5
51394,56536,8
59488,1663,13
40708,14214,5
38616,8810,2
33534,43576,2
45903,36468,9
7540,28301,8
52312,37830,5
28390,59064,5
39041,5577,18
38301,15498,9
33032,19910,9
23194,23690,5
38277,52062,15
8701,19772,0
58987,45445,9
21792,14639,5
55450,30718,16
24901,1947,2
18687,9421,15
22958,48233,3
25043,1615,5
2863,52032,1
43822,19578,5
3703,41685,10
43921,52146,7
24918,3552,12
50406,28109,13
10841,4451,11
46145,14662,18
40689,21606,3
6256,21420,3
29685,26077,15
21460,21703,9
51934,19778,18
44824,17236,9
38721,3796,9
43578,53776,13
16958,31719,3
6794,36943,1
51958,26744,12
13104,22704,5
5015,35403,2
25869,41618,5
59514,34366,12
39548,35318,6
56732,27940,15
52423,17646,12
24544,298,12
52927,30219,17
23936,28489,0
7557,50512,8
30075,13526,9
36767,52165,13
51525,22373,0
3554,429,0
52377,15355,8
54902,54119,18
31524,38804,12
32403,39295,9
22765,27064,10
58191,37719,1
48973,11735,1
27718,50498,10
2658,13406,11
47049,44267,17
44113,28804,10
55429,36183,0
39367,2924,18
42218,44983,4
1222,31426,18
18255,36026,5
7591,33646,10
27894,52067,8
766,549,3
19803,45276,9
38767,7367,12
5470,14836,2
19790,22275,5
25139,26431,2
43397,56872,17
13352,29421,9
18164,30343,6
39507,8344,4
16007,43910,1
21584,40495,13
35383,47295,8
3396,19838,7
10636,32426,8
21688,57577,6
3801,2182,14
2378,44067,7
50436,7453,17
49897,44567,3
11325,39893,15
42280,31321,0
52460,54175,13
49132,40914,12
16940,45341,11
39562,28360,14
34343,13274,8
8661,52788,6
11551,51494,5
38492,16937,17
3791,13294,3
25969,58369,18
36916,40883,12
37277,3955,1
36089,25324,10
10934,58842,15
48461,41946,11
45385,43489,16
54239,46336,18
40590,55701,18
5387,24281,12
50081,56385,6
42409,28207,7
45241,21762,6
23321,28328,0
730,30670,16
23859,29305,9
32544,2768,8
9246,2030,8
30224,25296,12
43663,16860,17
2883,55773,13
30142,13893,9
6437,31728,4
8887,29335,8
21718,45344,14
26253,2160,0
14924,59828,12
50773,59143,0
39635,40576,4
42947,11261,15
3065,44942,13
16767,2656,15
28846,44116,18
18418,11524,12
48585,30870,17
43408,8262,9
52415,3584,17
23072,17360,0
32999,56616,3
46232,9004,3
57112,1561,2
31652,53923,12
19182,26249,4
38608,12867,13
4424,51059,9
23189,49089,11
54199,21798,11
57693,53615,0
55723,27599,8
13657,2233,12
25940,51029,9
51280,9829,12
22978,34512,1
19280,1722,12
56893,48194,4
31407,27204,6
37950,30181,9
57600,22868,10
55837,51711,6
37506,30498,9
23242,44322,16
36181,46327,16
9202,29529,7
33163,6454,4
23041,54220,2
461,2194,8
58938,21934,6
30645,41635,9
37344,30852,1
41285,31073,7
15970,34923,10
24332,23727,10
49564,42628,18
761,16575,6
15641,6450,3
10656,10211,14
57602,24794,2
36269,7956,8
59175,50768,5
18161,51878,17
35252,10693,13
22106,31810,17
13094,2466,13
29766,42153,0
49423,58413,9
1652,58591,10
42761,54187,13
17220,10283,0
7716,3822,10
12386,10983,10
18749,47223,11
2332,42855,9
9782,12991,4
35588,10268,1
13015,10249,9
14195,56980,10
21308,33801,8
6558,55886,14
16401,30230,15
13393,46824,5
33123,39399,16
5283,19251,16
56038,21920,15
34453,19833,11
36432,38258,15
23656,24031,15
9042,53277,6
40120,26459,1
56056,41290,2
8759,40398,8
42695,8182,16
34302,43209,3
55479,25968,8
45224,42234,6
23101,21660,12
5073,38086,12
54179,49139,6
52786,13928,11
6484,29624,2
44531,13132,4
26059,10390,12
4824,45986,15
35916,7933,2
511,55443,11
40367,47902,0
47794,41532,7
35773,8853,11
16249,6308,13
6182,42943,18
45671,16823,16
15683,32562,1
29354,21195,15
53945,18408,7
530,38841,8
32486,44033,11
56693,43954,4
869,42942,6
9607,35675,16
14278,35661,1
33677,15892,5
52200,52831,0
52807,30055,11
9029,52794,3
5727,12268,17
38358,17788,15
43439,52436,7
10964,35977,5
9458,10894,5
6413,20652,13
14879,8183,14
44816,10795,16
21013,25180,13
18772,31544,3
22011,49982,13
35301,33043,0
18344,35425,4
6384,34373,10
8134,26804,8
5315,14002,12
33321,12659,16
47592,48420,11
28657,36623,12
12144,6313,6
2692,4789,13
35714,56934,3
2016,12330,3
40084,4088,4
38092,43437,6
29435,15412,3
34726,59361,8
3102,48419,0
33051,58084,3
44342,53789,0
32621,487,9
58582,29959,18
57718,20844,12
22087,44306,10
51620,58744,4
37015,23266,9
37771,49180,7
39944,16890,6
33498,3221,15
30757,49688,13
8141,48544,17
53383,54770,13
41973,1272,9
53783,23098,15
11358,22242,13
14182,23941,16
1718,54240,11
54787,28518,4
40290,59335,13
55629,31158,5
24333,41773,12
10210,2104,11
15963,24361,5
39411,55254,0
48574,26317,1
20836,31472,5
27674,29610,3
34758,33889,4
2882,55974,3
45381,57505,10
22773,17912,2
24310,40649,9
43495,20285,3
5069,10944,9
51134,35572,2
47338,23268,11
9017,54021,18
41527,9302,12
28216,40468,1
55867,35289,1
38032,25461,0
51106,51484,17
65,22997,13
19489,28452,0
46773,7340,16
34947,59794,9
8354,6723,0
20655,50950,3
14789,22005,16
13286,3835,3
40549,56200,5
25561,44677,10
47307,36568,11
43563,36930,18
12959,57669,2
2208,13684,7
49866,39724,18
852,24486,6
55517,28350,10
1287,9468,15
2763,32309,17
35604,24051,8
34097,56668,1
24871,58862,5
53129,36961,11
46348,8316,9
49024,31725,16
20175,52866,7
57267,47680,13
6909,26707,7
45750,19199,7
42423,25320,17
23008,35461,4
57812,29156,14
34637,52322,16
46757,45469,7
50163,52706,14
33069,15887,11
47252,39356,6
6997,9379,15
34577,33311,9
23933,45765,8
30121,36402,9
42759,9585,4
25132,42825,4
56165,42267,14
13092,26817,11
28575,7281,9
58689,44907,14
52848,9444,7
52525,5097,12
19788,9887,4
18457,55759,16
7113,16752,17
26597,58088,9
39142,3701,4
41921,12982,7
45662,28365,0
42986,39842,18
5325,58919,13
53623,49075,9
50245,29338,16
56706,41825,4
23793,51657,4
57823,8137,7
35854,47269,15
52269,25524,10
46793,47987,9
43140,9590,10
46888,45004,16
17015,6055,2
55093,23742,15
38904,13321,14
16772,16841,6
24750,48884,2
51095,30356,11
58900,59061,2
42872,7945,7
26905,45136,11
1208,52217,16
21422,8054,12
22619,24966,10
5893,58601,11
56930,50188,13
23885,34198,15
46475,31384,1
16425,45071,9
26216,38111,13
53196,51070,16
53744,2801,4
49606,19898,10
53681,19501,3
41539,24248,12
39807,1926,9
58817,15281,3
42526,41043,13
25611,9840,0
54402,51409,16
31429,43907,8
59749,5554,15
53245,31754,6
12408,15002,10
42158,48347,9
12701,33195,13
36322,25708,3
9836,56115,6
23984,50593,18
48359,13649,1
8523,47036,2
11870,8601,9
47531,25002,5
26833,21683,11
24809,57844,4
21776,26233,9
49496,12105,4
10303,40942,8
32941,28720,14
35803,23948,17
20922,50182,13
24137,7309,7
12909,20988,10
16152,17750,10
13429,20825,18
40497,37069,5
7715,22042,5
14311,29198,8
28211,50857,10
54655,14807,11
22687,59022,14
37476,6001,0
42377,31193,6
55601,4171,14
10581,49076,10
14920,36708,17
58876,47768,14
5158,53751,14
30717,56848,11
52387,10499,8
15116,7674,17
14443,52537,10
46693,40624,14
48612,57515,8
2342,33028,3
17876,43744,6
15936,18381,15
7820,48787,16
11532,4624,0
30347,15710,1
13765,41012,0
48634,4914,11
35581,50295,2
47697,9459,9
20881,19365,17
30664,8874,13
33388,2930,6
12813,14710,16
19591,33780,8
41753,19019,14
16669,16626,3
25080,896,13
41597,9276,16
54153,37788,6
18573,22538,10
13388,35918,15
28440,30516,8
24288,18036,11
20567,34364,12
39865,17607,1
15522,53834,4
22113,2955,9
17030,43678,15
38212,11879,4
14955,40972,14
20108,9681,16
45201,18077,11
6043,17952,17
8688,49930,6
40013,52797,0
34149,14423,15
17749,25965,9
41469,17123,2
9534,33670,0
47788,23376,17
57958,22025,10
26119,29677,0
4576,3617,7
51051,10538,14
55754,45883,5
28583,37862,10
34647,24401,18
54004,11877,7
273,50558,18
35651,12005,6
10414,23985,16
19785,12263,11
51848,39415,12
40329,13683,4
43637,42051,17
32278,9081,9
42420,17,8
26371,13739,9
11011,25777,15
24819,7384,16
749,27324,8
39482,56829,18
16355,41850,3
19936,51877,6
49440,37573,16
37811,10780,18
36989,54309,13
19356,54968,1
53888,59076,2
34700,52665,5
58741,48068,13
35537,30212,0
34437,29281,9
29183,13759,6
24263,22941,16
1312,7950,16
15179,18004,3
51165,5595,18
44142,9355,12
2697,57767,17
32593,11127,13
15574,17351,10
34765,5050,8
47318,55704,2
49623,49916,11
26773,9044,5
52527,43109,17
19829,16795,16
15860,39481,18
18387,13275,11
22119,25717,2
39115,17790,3
49839,59178,3
57950,47756,0
44181,20441,11
13251,28316,3
22870,54040,17
32590,54517,9
55069,16551,4
29551,48784,11
9643,51798,12
35550,39888,10
12246,56572,10
22792,24783,3
8154,18790,1
653,17093,15
28986,17268,13
10646,30505,18
15977,39940,14
52446,10380,9
36421,51049,13
18551,32295,1
29150,44956,13
16145,38800,2
22752,37116,1
51597,3323,12
52375,31980,10
28224,58976,14
55830,28454,2
40162,46371,0
37020,8438,4
37,34298,7
7748,2754,16
56600,19373,2
37225,37153,9
35881,45143,16
6773,22984,7
4953,36081,11
35055,6887,4
29166,47368,4
46242,24606,10
40196,25551,11
38789,4182,2
54008,38495,12
21790,4879,18
36404,35557,12
1330,1984,9
40503,49125,7
45965,46660,9
35506,48230,14
28050,39514,4
7883,29151,0
31889,21927,5
11092,30297,11
1083,3322,18
44614,13474,1
51091,6489,12
44346,59795,0
12884,36049,15
37692,5271,10
50787,45486,11
49967,12404,2
52417,15680,2
21012,4740,3
6628,53745,8
36641,53766,7
36905,31694,5
53577,47911,15
27680,44661,1
49628,19713,12
8508,30080,0
6292,21279,0
49983,47838,12
9530,44427,8
29687,43007,1
34255,34441,2
53407,8278,4
163,3943,0
48051,20733,6
8241,558,11
7120,12865,7
59032,25263,9
57249,49756,8
32494,29319,8
50346,30512,1
50827,44414,11
5774,9586,4
29041,27343,9
22170,44945,17
27161,2962,4
46586,25894,4
51618,5346,8
49878,32526,9
8731,28112,11
32393,36093,12
39541,29786,16
52625,43500,1
46774,57935,15
11393,5157,14
39428,39782,10
25357,52137,16
52085,21143,10
4896,29592,7
20028,17285,0
20343,9689,2
21911,13647,3
26463,45596,9
54660,58287,11
30846,37599,6
40643,52882,10
10094,21801,15
2271,1387,9
48717,5843,11
39886,19944,5
59031,57846,15
15888,673,11
39858,55681,9
39887,22126,3
23601,43203,8
50830,43222,16
15156,49385,7
54488,15205,2
51709,56850,7
47218,42000,1
35164,56950,9
33209,25383,0
7472,11449,11
22830,22156,5
58806,43755,17
23737,32460,7
26176,55036,1
9810,46597,14
47773,18252,12
17377,43951,10
14818,26329,11
50761,27590,1
51199,45479,6
40524,40484,15
38971,55785,0
35460,49595,0
48650,35091,11
57564,37810,17
39089,22564,13
3129,12275,17
34148,8094,12
23638,11644,14
28797,15952,7
30532,15210,12
4459,54842,17
7932,52036,0
30520,59168,12
16090,26599,13
51587,46068,3
47421,31771,1
59865,45166,5
45570,15187,11
25001,58352,6
42866,54852,4
2845,35908,1
41040,40113,18
46652,23091,17
30632,21213,9
16646,14087,12
6269,681,15
16659,26046,2
28668,27869,11
2551,674,11
37046,18779,9
50881,26751,11
28961,29042,12
55685,1035,12
28048,50339,13
53676,51524,14
51215,19572,7
49352,13464,9
55147,25961,10
6309,31377,10
13965,51493,10
53338,46188,14
8479,25113,15
58561,16010,14
15822,11919,7
26194,38053,12
7041,56881,8
44008,33602,14
7248,31208,6
27782,33864,0
43948,37613,11
24533,51169,1
33391,52130,0
49619,3885,10
22679,46416,10
23732,57457,12
7612,55195,7
57599,45343,18
46164,17878,8
22626,59293,16
33439,24694,9
10565,54938,14
7962,9018,9
8711,17143,7
39241,20845,1
149,50752,18
10860,20937,12
28646,45587,18
40263,28695,10
25693,50064,16
59387,28082,16
17181,30599,16
37656,21384,8
57870,11044,4
35580,52267,13
13190,5551,14
42570,44591,2
37777,48374,5
55190,4858,16
23222,44946,9
50447,19474,12
18449,59092,12
2391,9440,9
11267,48971,5
52887,52564,13
27842,35953,5
34479,26860,9
32722,7921,1
56464,55314,15
35828,56784,4
41914,16169,16
29245,57686,9
58147,5787,12
51192,23600,15
38360,13839,12
17000,24621,12
13051,46400,2
32482,31178,12
7429,9787,16
58074,57005,1
8428,56012,3
2022,10420,1
57039,4174,13
43294,18370,2
5557,19534,7
14399,19258,0
6752,45673,17
18580,26010,7
57984,8329,9
20088,10060,4
21161,25630,3
12536,8717,16
11007,43961,9
42138,23332,5
20901,32187,10
26731,11030,2
21947,3317,16
11817,22863,12
3337,16609,7
26489,7754,16
4380,16488,9
25062,3983,17
21890,3640,7
53222,17327,0
21573,29058,5
58254,47377,3
31634,5953,7
56588,30809,10
36821,49741,4
52362,21714,12
38945,51063,3
36606,19901,10
51912,7731,7
5664,23218,12
13800,47610,11
38526,7840,14
30166,43349,10
231,52427,18
1374,41504,8
53551,24303,2
38172,22904,6
42643,10678,12
24194,10813,15
45873,59593,17
59637,7606,8
34876,59105,9
47837,29124,18
15716,14726,18
50371,26153,17
1177,4464,13
56764,30913,16
3919,33985,1
40440,32045,13
1991,48185,9
28072,51745,6
29679,12009,17
1841,14770,7
37172,12277,9
13192,16005,18
41452,47912,2
59052,33429,15
38508,23784,16
17565,51788,6
24638,41866,8
30564,6837,15
43958,54415,4
51916,49451,18
58194,24644,7
25198,18354,15
1118,57092,9
41901,32275,3
16433,7108,9
26280,35909,2
2687,43861,8
44694,54235,0
32602,24255,5
52395,53150,17
18198,47116,8
25195,14060,1
47453,33948,18
9386,46358,14
16961,59459,5
16138,49325,13
26399,16593,13
19746,21057,13
51649,27221,4
58586,11210,17
53918,34865,9
37036,48040,10
55975,45374,7
31540,40730,7
41542,41600,10
18256,850,13
55272,48239,6
6645,3456,1
40293,23624,18
33006,25563,8
19066,40886,2
50897,21900,6
40127,29637,14
29071,39235,3
820,47626,9
46385,56372,11
13695,38263,10
39984,34878,18
28043,45409,6
46834,392,12
620,45168,17
17414,6445,11
47322,489,0
16239,23394,15
29576,36306,9
17225,9872,15
40414,2434,9
57865,20835,13
12365,31897,12
25202,5314,11
38345,36676,13
2778,18805,12
8997,36605,8
46255,26921,18
44668,2619,1
10589,36699,15
38702,25066,5
49318,51350,13
45008,26355,11
8243,13027,7
59896,1588,3
29603,41066,13
27542,59631,12
50544,45370,18
43727,55581,8
10354,9271,2
7687,10306,9
12528,3618,7
19451,22363,5
38362,48675,16
45318,12838,3
57678,3784,9
28645,49710,18
23111,38112,17
38241,37974,11
14740,29232,3
7021,32976,4
45085,34747,2
35534,50330,3
2787,18249,12
25125,32733,17
18695,28700,13
39540,46065,18
35532,31644,14
20731,16710,7
49316,217,13
45231,47676,3
10157,5972,17
43974,52381,1
27133,4527,9
53098,47360,10
41550,577,0
19234,6945,12
29171,50452,2
53914,2903,7
1982,3399,13
5198,26251,5
48091,46851,16
16317,29724,9
18623,17967,3
48331,53422,6
26247,9309,17
918,49481,14
21299,21047,9
47271,17588,3
52236,22223,18
18046,11458,11
43939,52495,2
40153,3475,13
39132,20250,13
31067,15070,5
40479,40318,2
7846,59323,7
56135,44556,10
46842,51211,12
14223,37077,18
38827,9078,12
27711,44760,14
48010,44080,16
3836,15382,0
25974,17537,9
27217,40863,2
27256,34540,17
54344,17859,8
31660,22174,9
20996,7930,9
37691,52028,9
3990,25889,6
32357,45940,3
13005,6144,2
50302,12406,9
27175,11732,9
40323,30893,18
20629,34300,9
5532,2812,11
10528,14489,5
29073,4458,16
9873,57537,4
16237,41704,3
20525,56188,2
12683,35251,8
57383,31778,9
43221,13514,10
31388,16640,0
41125,53624,7
15287,57560,7
4186,4310,9
22382,21305,12
16294,34970,7
32705,1165,11
43488,25811,13
41744,58109,16
38331,18979,7
27683,26540,11
54155,14377,15
29495,56768,10
31414,55627,6
16818,22351,7
37442,2048,7
42935,26713,9
25191,17257,12
53499,8494,3
28125,10775,3
36092,3436,4
49126,6025,4
4419,38224,7
28065,53291,7
59038,1276,14
28689,1071,14
28335,44572,7
46566,31643,16
23649,56118,18
15812,53019,11
5593,19819,4
10104,38335,0
25952,22310,5
39974,45762,18
10124,15542,0
51152,35098,4
54081,3648,14
38911,23927,14
15434,23289,0
22359,4263,12
52361,58699,18
10077,41292,11
50286,52456,11
20887,47900,11
47434,34655,10
44770,3177,10
50492,33365,5
30640,14997,7
34913,36688,16
45886,1542,17
21235,42882,9
2575,42399,13
29745,34197,0
17054,41217,11
26116,39442,17
25315,49380,10
13355,37609,14
20888,9200,16
41743,5890,2
1340,43677,12
16703,21473,6
52107,5188,14
40578,7234,10
58313,3496,4
58803,31396,16
34048,8250,9
34238,49459,0
15564,1252,1
19218,21495,9
19674,64,13
20863,13790,1
4779,40892,3
12545,30945,15
55162,2213,7
21259,39206,15
13368,22782,18
28842,16981,9
42417,9706,3
50375,38921,16
50405,33191,1
6613,26510,13
28460,3492,9
51606,40809,18
58138,36271,1
11493,42271,2
16143,12718,11
21991,50277,17
12629,10842,10
22091,32639,8
52811,53123,12
23950,47436,15
18963,32183,15
28228,13943,4
39975,44592,9
6304,22473,9
6534,54250,3
14098,7718,15
57474,39851,12
16322,18206,2
19470,52126,0
57638,28877,10
28814,43566,2
54971,30139,15
29720,1135,5
18983,32552,18
8588,33185,11
13938,4000,16
32666,53565,9
3950,35899,7
35245,21935,13
14842,35747,14
5670,21198,5
59455,20705,12
32508,26809,3
55098,55919,2
9191,36610,17
46181,43618,16
59117,22946,3
48913,30832,11
46772,39812,4
52343,35230,8
41373,6315,7
47712,27721,11
28957,24017,12
9589,18289,16
4969,700,13
43844,34889,10
9185,52816,3
52662,30583,9
50408,35048,10
18061,56655,11
19145,27371,13
8001,6202,7
28077,58939,5
48501,27435,12
13982,17331,10
26306,22697,13
42544,17536,13
46706,21521,9
45321,26941,11
47637,4744,9
36508,50546,11
39322,31785,0
38687,8893,12
14819,8738,1
47087,29355,2
42646,55521,9
11173,885,8
30282,28353,15
46333,8737,4
55694,20817,10
50888,17632,3
5282,38173,13
44453,4020,16
7588,10904,14
49373,3900,1
36036,15221,8
31901,42481,15
6564,27879,10
37017,30954,13
58971,33300,18
12922,38587,8
32073,40001,7
37170,53798,6
33776,51451,1
28773,23131,9
6432,58875,13
10694,28426,4
34715,6485,16
22043,42013,9
7984,15991,9
52486,33183,10
14014,33254,0
45856,27296,5
31230,14398,16
40987,28343,12
38540,29581,7
17516,23951,7
44438,51879,16
31714,25405,6
48570,39352,1
4322,38059,5
39923,7208,18
11628,32296,10
45854,41839,10
47037,50828,0
43960,50751,1
42909,46337,17
36710,15645,8
1593,14581,7
35294,3516,0
22262,55151,3
46739,37731,4
12895,11977,11
3765,51109,6
3856,12426,2
58310,28108,9
10388,11931,18
32317,22910,0
44500,8233,9
6801,40821,0
31888,56831,10
50933,2780,5
51210,14337,7
3781,38376,15
11138,59184,18
58580,277,11
37251,7513,7
47683,50623,15
34622,55959,17
22550,17044,7
39890,53936,0
57339,38596,17
574,14991,9
1465,26531,10
54649,24754,6
54458,27577,16
35538,9676,16
1097,23329,18
21381,38461,9
50759,28179,16
35827,37299,8
4860,53393,9
34840,519,0
59305,58092,16
20815,10520,12
2041,9452,9
4891,17356,16
22733,17444,13
43146,9656,16
3571,35724,18
47622,52791,16
53735,16441,10
19147,14225,17
16273,12759,6
35165,5637,12
38385,30422,4
38998,4630,18
30556,6189,13
57959,40420,2
31532,30715,15
1012,34014,9
34645,53446,13
48078,54328,9
49466,2757,15
3591,12886,17
10628,1005,9
40475,27944,7
41446,46386,11
22096,40845,6
30723,48980,18
44959,12043,17
8209,20938,17
12133,25350,16
10570,4881,3
43136,24420,18
51418,52522,4
47236,17828,9
47647,12599,7
50250,33475,14
8017,28935,17
46625,48952,7
